,Brand,Model,Price,Engine Capacity,Classification,Registration Date,COE Expiry Date,Mileage,No. of owners,Type of Vehicle,Listing Details,Price (06-Jul-2022),Price (07-Jul-2022),Price (08-Jul-2022),Price (12-Jul-2022)
582,Kawasaki,Kawasaki ZX14R Ninja,SGD$14000,1352cc,Class 2,26-Jan-07,25-Jan-27,100000km,2,Sport Bikes," Selling Away Gen 1 Kawasaki ZX14R Ninja.Engine Fully Rebuilt Done.Will Add In A Single Tone Spray Work. Most Wear And Tear Parts Have Been Replaced. Bike Feels And Ride As Good As New!Selling As No Longer Riding, My Lost Your Gain!View To Appreciate, Chat To Know More. AccessoriesPenske Rear Shocks Rebuilt.Brembo Masterpump/ Clutch.Motionpro Throttle.Replacement Done:-Velocity Stacks-Advancer-Throttle Body-Coil-Battery-Fuel Pump -Set Of Tyres.-Sprockets And Chain.",SGD$14000,SGD$14000,SGD$14000,SGD$14000
583,Kawasaki,Kawasaki Versys 1000,SGD$20000,1043cc,Class 2,13-Jan-16,12-Jan-26,58000km,2,Sport Tourers, 2016 Kawasaki Versys 1000 For Sale.Nice FP Number Plate.PM For Details. AccessoriesGiannelli Approved Exhaust.Front/Back Camera.Fog Lamp.,SGD$20000,SGD$20000,SGD$20000,SGD$20000
584,Honda,Honda NC700XA,SGD$6336,670cc,Class 2,9-May-13,8-May-23,138673km,3,Sport Tourers, Honda NC700XA For Sale.Ride To N Flow To Work Only.Sheltered Car Park.Just Service.Road Tax Just Renewed Till Nov 2022.Sell Due To Upgrading.Serious Buyer Only. Accessories- Kappa Top Box- 2 Side Box- Engine Guard- Front N Rear Cam- Handle Balancer,SGD$6336,,SGD$6336,SGD$6336
585,Triumph,Triumph Street Triple RS,SGD$17000,765cc,Class 2,26-May-17,25-May-27,63000km,1,Street Bikes, Original Colour - Matt Grey Triumph Street Triple RS!Bike Was Wrapped In Mazda Soul Red And Side Frame Wrapped In 3M Carbon Stickers. Rims Spray To Bronze Gold.Tastefully Done Up.Etc Mods Which Amount To $5K 1 Single Mature Owner. Accident Free. Problem Free.All Servicing And Parts Changed/Done At Agent.No Expenses Spared To Keep The Bike In Good Working Condition. Road Tax And Inspection Recently Done. View To Appreciate. Loan Available From Shop. Accessories- SC Project End Can - Legal- Seat Wrapping - Single Seat Crowl And Pillion Seat - Sw Motec Side Panniers With Mounting - Light Tech And Rizoma Accessories,SGD$17000,SGD$17000,SGD$17000,SGD$17000
586,Kawasaki,Kawasaki EX300 Ninja,SGD$4700,296cc,Class 2A,17-Jun-13,16-Jun-23,106000km,3,Sport Bikes," Kawasaki EX300 Ninja For Sale.Matte Black Base Wrap With Unique (Removable) Pink Decal And Rim Wrap.Bike Comes With Abs And Eco Mode Hence Superb Fuel Efficiency (>500Km On A Full Tank). Did Up The Bike After Taking Over So Next Owner Can Ride Worry-free.Always Sayang My Bike Hence Interior And Exterior In Good Condition.Valve Clearance Done In Aug 2021.Replacement Done In 2021:-Rosso 3 Tyre-Steering Cone-Rear Brake Pad-Rear Brake Servicing-Nissin Master PumpRecent Replacement Done In 2022:-Rear Signal Light-Osram Cool Blue HeadlightSelling As Driving Car Most Of The Time.Awesome Bike If You’re Looking To Get A 2A Bike! Price Has Been Lowered. Slight Nego Upon Viewing. Low Ballers Will Be Ignored. Accessories- Winglet- Tail Tidy (Stock Given)- Lowering Link (Stock Link Given)- Radiator Guard- Mra Windshield- Heavy Bar End Balancer- Iu Sticker (Carbon Fibre)- Smoked Headlight Protector- Adjustable Aftermarket Levers- Fuel Cap Sticker (Carbon Fibre)- Dashboard Sticker (Carbon Fibre)- R&G Exhaust Guard- Legal Akrapovic Exhaust (Repacked) Goodies To Give As Long As Price Is Met:- Single Seater- Frame Slider- Lever Guards- Custom Zx10 Head CowlAnd A Few Others, Keeping The List Short....",SGD$4700,SGD$4700,SGD$4700,SGD$4700
587,BMW,BMW R1200GS,SGD$16000,1170cc,Class 2,25-Mar-14,24-Mar-24,72000km,6,Sport Tourers, BMW R1200GS For Sale.Well Maintain.New Tyres.Selling Off Due To Underutilized As Most Of The Time Driving.Bike Number Not Included But If Price Is Right...Bike Number Will Be Included. Accessories3 Original Vaio Boxes.Crash Bar.Engine Protector.Cylinder Guard.Signal Light Protector.Head Light Protector.LTA Approved Exhaust(Stock Exhaust Will Be Given Too).,SGD$16000,SGD$16000,SGD$16000,SGD$16000
588,Honda,Honda CB400X,SGD$15500,399cc,Class 2A,6-Aug-18,5-Aug-28,70000km,1,Sport Tourers, Honda CB400X For Sale.Accident-free.1 Owner Only.No Agent Please. AccessoriesStainless Steel Bike Travel Box.Front And Rear Camera.Led Fog Light.,SGD$15500,,SGD$15500,SGD$15500
589,BMW,BMW R1200GS,SGD$15999,1170cc,Class 2,24-Jan-14,23-Jan-24,47000km,3,Sport Tourers," Well Maintained BMW R1200GS.PML Bike.Accident Free. Only Did 5Km In My Ownership. Full Servicing Records At PML And Fta Are Available.Rear Shock Is Non Esa. Easier To Maintain. Abs And Traction Control Are Working. Intermediate Shaft Overhaul In 2019.Changed In 2020:Battery,Conti Attack Trail 3 Tires.Motul EO Changed In Jun 2021.This Is A Non Urgent Sale. Can Also Keep Cause I Have Not Gotten Any Replacement Yet.Exchange May Be Considered But No Sports Bike.Highest Offer As Of 11 July -14K +Box In Pic Is Not Included. AccessoriesTourex Explore-r 65W Touring Lights With Yellow Cover.Vario Panniers And Rear Box.",SGD$15999,SGD$15999,SGD$15999,SGD$15999
590,Bajaj,Bajaj Pulsar NS200,SGD$10000,200cc,Class 2B,16-Oct-15,15-Oct-25,40000km,1,Street Bikes, 2015 Fuel Injection Model Bajaj Pulsar NS200.Viewing @ Admiralty Area.Transact Via Paynow.Please Contact Via Watsapp/Sms Only. Accessories42L Kappa Top Rack & Box.Main Stand.,SGD$10000,SGD$10000,SGD$10000,SGD$10000
591,Honda,Honda CB190X Tourism,SGD$10000,184cc,Class 2B,4-Mar-19,3-Mar-29,18740km,1,Sport Tourers, Underutilised Honda CB190X Tourism For Sale.Low Mileage And Currently Ongoing.Replaced: -Tail Light-Battery-Chain And SprocketPM For More Details. Accessories- Crashbars- Box,SGD$10000,,SGD$10000,
592,Triumph,Triumph Tiger Explorer,SGD$13000,1215cc,Class 2,29-Aug-13,28-Aug-23,39000km,1,Sport Tourers, Triumph Tiger Explorer For Sale.Very Good Condition.Maintained By Mah Motors.No Accident. AccessoriesTriumph Top Case.Triumph Panniers.,SGD$13000,SGD$13000,SGD$13000,SGD$13000
593,Honda,Honda NC700X,SGD$5750,670cc,Class 2,28-May-13,27-May-23,100000km,3,Sport Tourers, Simple And Reliable Honda NC700X.Well Taken Care Of. Only Used For Work Commute. Regular Servicing.Road Tax Till End May. Price Negotiable. AccessoriesGivi Rear Box.,SGD$5750,SGD$5750,SGD$5750,SGD$5750
594,Suzuki,Suzuki GSX-S1000,SGD$21000,999cc,Class 2,19-Feb-16,18-Feb-26,120434km,2,Street Bikes, Suzuki GSX-S1000 For Sale.All Stock.COI At $458 X 48Mth. ,SGD$21000,SGD$21000,SGD$21000,SGD$21000
595,Ducati,Ducati Hyperstrada 821,SGD$13888,821cc,Class 2,11-Dec-15,10-Dec-25,25825km,2,Super Motards," Under-utilized Dec 2015 Ducati Hyperstrada 821.Very Low Mileage. Always Parked Under Shelter.Just Replaced Denso Starter Motor, Oil, Brake Pads, Brake Fluid, Etc At Hp Moto. Viewing Strictly By Appointment Only At Serangoon Nth. No Low Ballers Please. Not for Trade. ",SGD$13888,SGD$13888,SGD$13888,SGD$13888
596,Honda,Honda CB400 Super 4 Spec 3,SGD$7500,399cc,Class 2A,16-Dec-05,29-Feb-24,210000km,3,Street Bikes, Honda CB400 Super 4 Spec 3 For Sale.No Accident. Well Maintained.Can Share Receipt On Maintenance. Have Used This Bike For Almost 8 Years. No Hassle. Buy Without Worry. Selling To Buy Car.Can Nego For Serious Buyers.Viewing At Bukit Batok.PM For Details. Accessories- 42 Litre Storage Box- FZ 16 Shrudders- Belly Pan- Mobile Phone Holder- Yoshimurah End Cam,SGD$7500,SGD$7500,SGD$7500,SGD$7500
597,Yamaha,Yamaha YZF-R6,SGD$14500,599cc,Class 2,20-Nov-09,30-Jun-29,78993km,2,Sport Bikes, Reg 2009 Yamaha YZF-R6 For Sale.Guaranteed Accident Free.Well Maintained With Servicing Done Every 3Months.Valve Clearance Done In 2021.Recently Replaced Battlax Tyres.Full Cash And Carry.Come On Down To View This Beast Accessories- Asv Brake Lever - Termignoni Exhaust (Legal With Cert)**Stock Exhaust Will Be Given**- Tail Tidy**Stock Mudguard Will Be Given**- Both Pillon & Single Seater Will Be Given- Zero Gravity Windshield,SGD$14500,SGD$14500,SGD$14500,SGD$14500
598,MV Agusta,MV Agusta Brutale 1090RR,SGD$13888,1078cc,Class 2,21-Sep-10,31-Aug-30,18000km,2,Street Bikes," 2010 MV Agusta Brutale 1090RR For Sale.Fast And Reliable 165-bhp Superbike.The Street Version Of The Famous, Race-winning Mv Augusta F4.Recent Dealer Full-service.Financing Available S1 Motors, If Needed. ",SGD$13888,SGD$13888,SGD$13888,SGD$13888
599,Mutt,Mutt Razorback 125,SGD$15000,125cc,Class 2B,26-Mar-21,25-Mar-31,7600km,- ,Street Bikes," Nothing Like A Mutt Razorback.Generous Suspension Travel, Lightweight, Neutral Riding Position.High Line Of Sight And Narrow Body Makes For A Very Spirited And Nimble Machine Around Urban Streets. And You Can Look Better Than Everybody Else While Doing It! The Thumping Stock Exhaust Note Completes The Whole Experience.Decent Number Plate.Mileage 7Km And Going Slowly. Already serviced 4 times. Occasional Transport (Mostly Drive Car) And Weekend Runs.98 Or Shell V-power Only. 6 Litre Top Up Gives 250Km, Great Mileage.Not Taken Off-road, Just Looks Like It For A Photoshoot Hehe.Bike Fully Paid. Going for 2A.Helmet Not Included. Accessories- Longer Custom Made + Stock Front Fender- Zedge Phone Mount- Side Pannier Rack With Spare Set- Leather Grip Wrap- Larger Front Sprocket + Stock Sprocket",SGD$15000,SGD$15000,SGD$15000,SGD$15000
600,Honda,Honda XL125V Varadero,SGD$7500,125cc,Class 2B,10-Dec-10,31-Jul-30,69000km,4,Sport Tourers," Selling My Very Well Maintained Honda XL125V Varadero. Very Less Mileage Consider Its Age.Twin Engine. The Biggest Bike In Class 2B.Very Reliable, Smooth And Solid Bike. Less Maintenance Required.You May View The Bike After 7.30 Pm In Weekdays.Anytime In Weekends (Need To Schedule). Accessories- Big Size Box- Wind Shield- Mobile Holder",SGD$7500,SGD$7500,SGD$7500,SGD$7500
601,Yamaha,Yamaha FZN150i,SGD$6500,149cc,Class 2B,29-Aug-16,28-Aug-26,4215km,1,Street Bikes, Yamaha FZN150i For Sale.Well Maintained Bike. Low Mileage. Seldom Used. ,SGD$6500,SGD$6500,SGD$6500,SGD$6500
602,Yamaha,Yamaha MT-09,SGD$11188,847cc,Class 2,3-Sep-14,2-Sep-24,75000km,1,Street Bikes," 2014 Yamaha MT-09 For Sale.First Owner.Selling Bike With A Heavy Heart Because Wife No Longer Want To Ride Pillion.WFH Most Of The Week. Transiting To Taking Bus/Mrt/Cycling In Support Of Singapore Green Plan 2030.Price Negotiable For Sincere Buyers Upon Viewing (After Office Hours). Bike Is Fully Paid So Please Source Your Own Loan If Required. Full Cash Preferred. Not Looking To Dekit. Kindly Pm To View, Happy To Chat!Stock Parts And Exhaust Will Be Given To New Owner. Will Throw In Sw Motech Tank Bag (See Last Pic) To Sweeten The Deal. Accessories- Street Rally Kit- Akrapovic Exhaust- Ohlins Rear Suspension- Hyperpro Steering Damper- Gb Racing Engine Casings- Hel Brake Hose- Scottoiler V System- Skyrich Lithium Ion Battery- C6 Front And Rear Camera- Hepco & Becker Xplorer Tc45 With Back Rest- Extensions For Front Mudguard And Rear Hugger",SGD$11188,,SGD$11188,SGD$11188
603,Triumph,Triumph Tiger 800,SGD$6300,800cc,Class 2,1-Dec-12,30-Nov-22,38000km,4,Sport Tourers," Triumph Tiger 800 For Sale.Well Maintained.Full Service Done At 36,500 Kms. No Costs Required. AccessoriesGili Plate For Topcase (Without Box)",SGD$6300,SGD$6300,SGD$6300,SGD$6300
604,Bajaj,Bajaj Pulsar NS200,SGD$3400,200cc,Class 2B,3-Jun-13,2-Jun-23,78200km,2,Street Bikes, Well Maintained Bajaj Pulsar NS200. Super Reliable And Fuel Efficient.Servicing Done Regularly.Selling Because Going To Overseas. ,SGD$3400,,SGD$3400,SGD$3400
605,Honda,Honda NM4 Vultus,SGD$15500,745cc,Class 2,8-Dec-16,7-Dec-26,55000km,1,Cruiser, Selling My Honda NM4. Bike Was Hit And Run Recently While Stationery As Such There Are Multiple Scratches On The Bike.New Owner Will Get To Choose His/Her Color Of Choice For A New Spray And Repair. Fully Paid Off. Selling Because I Bought Car And Expecting A Child. AccessoriesRaised Handle Bar Mounts.Custom Stainless Steel ERP Bracket.Custom Rear Box Bracket. (Reinforce By Ah Ann).New 65L Box Instead Of The Givi Trekker Box. Ermax Custom Bubble Aftermarket Exhaust (Original Exhaust Included).Fog Lights And Beautiful Switches.Skit Plate.Seat Has Been Replaced With Beautiful Red Stitches And Design.And Many More. (Original Parts Will Be Given To New Owner),SGD$15500,,SGD$15500,SGD$15500
606,BMW,BMW K1600GTL,SGD$25000,1649cc,Class 2,26-Apr-13,25-Apr-23,77000km,3,Sport Tourers," BMW K1600GTL For Sale.Seldom Use Cause Have Another Bike For Transportation.New Tyres, Serviced, And Repainted.Do Contact For More Details And Viewing. AccessoriesTop Case.Protection Bars.Accessories Light.Seat Cover.",SGD$25000,SGD$25000,SGD$25000,SGD$25000
607,KTM,KTM 200 Duke,SGD$3838,200cc,Class 2B,27-Aug-12,26-Aug-22,50000km,2,Street Bikes," After A Joyful ~ 7 Years With This Joyful KTM 200 Duke.It Is Time To Say Goodbye As It Closes In Towards The End Of It’s 10 Years Cycle.Bike Does Not Have Any Issues, Partly Because I Am Throttle Friendly.The Price Will Come Along With The 2 Digit Number Plate. AccessoriesTrax Box With Sw-motech Quicklock.Evotech Sliders.Ktm Powerparts Seat.Ktm Powerparts Engine Oil Cover.Ktm Powerparts Front Brake Cylinder Cover.Ktm Powerparts Rear Brake Cylinder Cover.Phone Mount. Tank Pad.Tank Cap Sticker.Orange Sprocket.",SGD$3838,SGD$3838,SGD$3838,SGD$3838
608,Yamaha,Yamaha YZF-R15,SGD$7000,150cc,Class 2B,16-May-17,15-May-27,35000km,1,Sport Bikes, 2017 Yamaha YZF-R15 For Sale!PM For Details. ,SGD$7000,SGD$7000,SGD$7000,SGD$7000
609,Honda,Honda Steed 400,SGD$9500,398cc,Class 2A,9-Jul-96,29-Feb-24,9000km,10,Cruiser," Honda Steed 400 For Sale.$3,500 NEA Rebate Eligible.Can Extend Until 2028 If You Plan To Keep It. Plate Number To Be Retained. Additional $1000 For The Plate Number. Recently Full Overhauled So It’s Feels Like A New Bike. Definitely A Head Turner On The Road. Inspection Friendly. Road Tax Till July ‘22Service Every 2500 - 3000Km.2.5Litres Of Mobil One V Twin 20W-50 Synthetic Eo (Apex Motorcycle).Change Oil Filter Every Two Servicing.Service/Modifications Under Me:-Fuel Petcock -Solo Seat Springs (Currently Removed But Parts Will Be Given)-Rear Lights - Jan ‘22-Coolant Hose -Chain -Sprocket -Afternarket SpeedometerI Don’t Want To Let Go But I Have To As I’m Looking To Upgrade My Bike.Honestly Making A Loss But I Don’t Mind For Slight Negotiation.Stock Parts Will Be Given:-Original Fuel Tank-Airbox-Original Rear Fender-Original Speedometer-Rear Tyres-Rear Lights Etc Accessories- Sissy Bar- 6 Inch Riser- Custom Handlebar- 9L Tank- Velocity Stack",SGD$9500,SGD$9500,SGD$9500,SGD$9500
610,Yamaha,Yamaha Mio 125 MX,SGD$5999,124cc,Class 2B,7-Jun-12,30-Apr-27,47000km,3,Scooters, Yamaha Mio 125 MX For Sale.COE Non-Renewable.Low Mileage.Just Full Service With New Belting Etc - Approx $300 ++Price Negotiable. ,SGD$5999,SGD$5999,SGD$5999,SGD$5999
611,Honda,Honda CB400 Super 4 Spec 3,SGD$11000,399cc,Class 2A,7-Jun-07,6-Jun-27,231551km,- ,Street Bikes," 2007 Honda CB400 Super 4 Spec 3 For Sale.Selling My Beloved Bike As I Don’t Have The Time To Ride It. Been Using It Since 2016, With Regular Servicing Being Done. Overhauled.Has Not Given Me Any Problems So Far. Serious Buyers Please Do Contact Me.Price Negotiable. ",SGD$11000,,SGD$11000,SGD$11000
612,Triumph,Triumph Street Triple RS,SGD$18999,765cc,Class 2,16-Aug-18,15-Aug-28,58000km,1,Street Bikes, 2018 Triumph Street Triple RS For Sale.Road Tax Till August 2022.Using Bridgestone S22 Tires. I Can Arrange Refinancing If You Don’t Want To Pay Upfront Cash!Included:-Stock Exhaust-Rear Seat Cowl AccessoriesSC Project Street Legal Exhaust With Cert.Evotech Performance Radiator Guard.Quad Lock Handlebar Mount.Fuel Cap Mounted Ram-ball Mount.Rear Wheel Paddock Stand Pins.,SGD$18999,SGD$18999,SGD$18999,SGD$18999
613,Honda,Honda Adv 150,SGD$18800,149cc,Class 2B,12-May-21,11-May-31,7000km,1,Scooters," May 2021 Honda Adv 150 For Sale.Fully Changed Accessories With Stock CVT.Low Mileage.Servicing @ 1500 Km.Cleaning Of Cvt @ 5000Km.Non Urgent Sale.Selling As Changing To Car.Price Includes All Accessories (Worth Estimated Price Of 3K).Nego But Dont Low Ball.Brand New On The Road Is 17K.If Dont Want Too Expensive, Some Accessories Would Be Given As Below: Option B -Black Windshield-Yss Fork Kit-Moritech Adjustable Levers-Bar End Mirror-Moritech Rider Foot Rest-Moritech Pillion Foot Rest-Legal Tail Tidy-Rear Splash Guard-Gtr Radiator Guard-Smoked Air Box And Cvt Front Cover-Hurricane Air FilterPrice Would Be $16K (Non Nego).DekitingPrice Listed If Buyer Opt For Partial AccessoriesSp Tadao W/T Cert $1500Ohlins $800Comfort Seat W/T Carbon Rider Back Rest $200Box $80 AccessoriesBlack Windshield.Yss Fork Kit.Moritech Adjustable Levers.Bar End Mirror.Moritech Rider Foot Rest.Moritech Pillion Foot Rest.Comfort Seat W/T Carbon Rider Back Rest.Gtr Radiator Guard.Smoked Air Box And Cvt Front Cover.Hurricane Air Filter.Ohins Rear Shock Absorber.Sp Tadao Titanium Full Exhaust System(W/T Cert).Legal Tail Tidy.Rear Splash Guard.Box.",SGD$18800,SGD$18800,SGD$18800,SGD$18800
614,Kawasaki,Kawasaki ZG1400GTR Concours ABS,SGD$17750,1352cc,Class 2,15-Nov-14,14-Nov-24,42000km,2,Sport Tourers," Selling Away This Rugged Beauty Kawasaki ZG1400GTR Concours ABS.Bike Is Under Utilised Since Its Registration. Odo Reads At Around 41+K With Reaching Almost 6 Years In Existence. Second Owner For This Beauty When I Acquired Her In Oct 2018. With Some Scratches On The Pannier, Those Might Be The Only Blemishes That It May Have. Do Contact Me For Further Enquiries. AccessoriesAkrapovic Exhaust(Lta Compliant).12Litre Top Box.",SGD$17750,SGD$17750,SGD$17750,SGD$17750
615,Yamaha,Yamaha YZF-R3,SGD$9388,321cc,Class 2A,5-Jan-16,4-Jan-26,54870km,1,Sport Bikes," 2016 Yamaha YZF-R3 For Sale.Best Price R3 (Resale) on Current Market. Very Low Mileage, Use Only for Travel to work. Full Original Parts.Single Owner.Accident Free.All Maintenance Done Only At Yamaha Workshop. Roadtax Till July 2022.Last Servicing on Jan 2022.Selling As Changing New Bike. ",SGD$9388,,SGD$9388,SGD$9388
616,Ducati,Ducati Monster 821,SGD$33000,821cc,Class 2,31-Dec-20,30-Dec-30,6805km,1,Street Bikes, Register Dec 2020 Ducati Monster 821 For Sale.Low Mileage. Still Under Agent Guarantee.For Viewing And Inquries Call/Text. ,SGD$33000,SGD$33000,SGD$33000,SGD$33000
617,Honda,Honda X-Adv 750,SGD$35000,745cc,Class 2,31-May-21,30-May-31,12225km,1,Scooters, 2021 Honda X-Adv 750 For Sale.PM For Details. AccessoriesHepco & Becker Full Crash Bar.Barracuda Radiator Guard.Denali Mini Soundbomb.Fusebox.Quadlock Wireless Charger With Dampener Mount.,SGD$35000,SGD$35000,SGD$35000,SGD$35000
618,Honda,Honda CB400 Super 4 Spec 2,SGD$5432,399cc,Class 2A,14-Feb-03,31-Jan-23,15555km,7,Street Bikes," Honda CB400 Super 4 Spec 2 For Sale.Bike Seldom Use, As I'm Driving Company Van. NEA Rebate $3500.Keep For Spare For Standby Raining Days.No More Instalment. Price Negotiable.Viewing At East Side. AccessoriesGPR Exhaust( Dented By Previous Owner But Didn't Affect The Performance)",SGD$5432,SGD$5432,SGD$5432,SGD$5432
619,Honda,Honda CB150R ExMotion,SGD$12000,149cc,Class 2B,6-Jun-18,5-Jun-28,18775km,1,Street Bikes, Honda CB150R ExMotion For Sale.Selling Away As Wife Not Riding.Fully Paid Bike. AccessoriesFront and back Cam,SGD$12000,,SGD$12000,SGD$12000
620,Yamaha,Yamaha Tmax 530 DX,SGD$22000,530cc,Class 2,6-Oct-17,5-Oct-27,2000km,1,Scooters, Oct 2017 Yamaha Tmax 530 DX For Sale.In Showroom Condition.Bike Less Then 2K Mileage. Number Plate Will Be Retained. ,SGD$22000,,SGD$22000,SGD$22000
621,Harley Davidson,Harley Davidson VRSCDX Night Rod Special,SGD$30000,1247cc,Class 2,25-Jun-15,24-Jun-25,23500km,2,Cruiser," Harley Davidson VRSCDX Night Rod Special For Sale.Never Went Out Of Singapore.Accident Free.Parked Under Shelter.Hardly Ride It Due To Busy Work Schedule.Newly Replaced: Front And Rear Tyre,Suspension.See For Yourself. AccessoriesCeramic Coated Exhaust Pipe. Original HD Diamond Black Hand Grips. Lithium Battery With Quick Charge Adapter.",SGD$30000,SGD$30000,SGD$30000,SGD$30000
622,Yamaha,Yamaha YZF-R1,SGD$9999,998cc,Class 2,21-Jun-04,29-Feb-24,104688km,4,Sport Bikes, 2004 Yamaha R1 For Sale.1st Under Tail Pipe.Always Park Under Shelter.New Tyre (Road 5).Nice Number Plate.Underutilise As Have Car.Viewing @ Pasir Ris. AccessoriesOriginal Tail Pipe.MRA Windshield.Brembo Rcs-19.Customise IU Holder With 12V Cigg Lighter Port And Ram Mount.,SGD$9999,SGD$9999,SGD$9999,SGD$9999
